,total_sqft,bath,balcony,price,site_location,bhk
8035,1128.0,2.0,1.0,60.0,Sahakar Nagar,2
8036,1150.0,2.0,3.0,52.0,Sahakar Nagar,2
8038,1420.0,2.0,2.0,75.0,Sahakar Nagar,2
8039,1339.0,2.0,2.0,55.0,Sahakar Nagar,2
8040,820.0,2.0,0.0,39.0,Sahakar Nagar,2
8042,1010.0,2.0,1.0,51.0,Sahakar Nagar,2
8043,980.0,2.0,1.0,40.0,Sahakar Nagar,2
8045,850.0,2.0,1.0,25.4,Sahakar Nagar,2
8046,950.0,2.0,3.0,39.0,Sahakar Nagar,2
8047,1050.0,2.0,1.0,77.0,Sahakar Nagar,2
8048,1485.0,2.0,1.0,90.0,Sahakar Nagar,2
8049,2800.0,4.0,2.0,200.0,Sahakar Nagar,5
8050,830.0,2.0,0.0,34.0,Sahakar Nagar,2
8051,3500.0,4.0,3.0,350.0,Sahakar Nagar,4
8052,1452.55,2.0,3.0,110.0,Sahakar Nagar,2
8053,1447.0,2.0,1.0,75.97,Sahakar Nagar,2
8054,1036.0,2.0,2.0,105.0,Sahakar Nagar,2
8055,960.0,2.0,2.0,32.0,Sahakar Nagar,2
8057,1515.0,2.0,1.0,80.91,Sahakar Nagar,3
8058,1160.0,2.0,1.0,41.75,Sahakar Nagar,2
8059,3900.0,3.0,2.0,300.0,Sahakar Nagar,3
8060,673.0,1.0,1.0,36.85,Sahakar Nagar,1
8061,1200.0,2.0,1.0,98.0,Sahakar Nagar,3
8062,620.0,1.0,1.0,25.0,Sahakar Nagar,2
8063,1150.0,2.0,2.0,40.0,Sahakar Nagar,2
8064,1000.0,2.0,1.0,48.5,Sahakar Nagar,2
8065,1007.0,2.0,1.0,65.0,Sahakar Nagar,2
8066,3004.0,4.0,2.0,285.0,Sahakar Nagar,4
8067,440.0,1.0,0.0,35.0,Sahakar Nagar,1
8068,1500.0,2.0,2.0,30.0,Sahakar Nagar,2
8069,1730.0,3.0,3.0,140.0,Sahakar Nagar,3
8071,830.0,2.0,2.0,37.0,Sahakar Nagar,2
8073,1350.0,2.0,1.0,80.99,Sahakar Nagar,3
8074,1265.0,2.0,1.0,78.0,Sahakar Nagar,2
8075,1335.0,2.0,2.0,67.0,Sahakar Nagar,2
8076,1246.0,2.0,1.0,65.4,Sahakar Nagar,2
8077,900.0,2.0,0.0,55.0,Sahakar Nagar,2
8078,1302.5,2.0,0.0,44.285,Sahakar Nagar,2
8079,1200.0,1.0,0.0,65.0,Sahakar Nagar,2
8080,2159.0,3.0,2.0,110.0,Sahakar Nagar,3
8082,1256.0,2.0,1.0,62.8,Sahakar Nagar,2
8084,1205.0,2.0,1.0,70.0,Sahakar Nagar,2
8085,1830.0,4.0,2.0,150.0,Sahakar Nagar,3
8086,1430.0,2.0,1.0,78.65,Sahakar Nagar,3
8087,1716.0,2.0,0.0,115.0,Sahakar Nagar,3
8088,1210.0,2.0,1.0,74.0,Sahakar Nagar,2
8089,1136.0,2.0,3.0,64.5,Sahakar Nagar,2
8090,1194.0,2.0,0.0,55.0,Sahakar Nagar,2
8091,778.0,2.0,0.0,25.29,Sahakar Nagar,2
8092,1350.0,2.0,2.0,102.0,Sahakar Nagar,2
8093,1950.0,6.0,3.0,175.0,Sahakar Nagar,5
8095,1080.0,2.0,3.0,45.0,Sahakar Nagar,2
8096,1200.0,2.0,2.0,75.0,Sahakar Nagar,2
8098,1200.0,2.0,2.0,45.0,Sahakar Nagar,2
8099,1196.0,2.0,2.0,40.54,Sahakar Nagar,2
8100,1050.0,2.0,2.0,52.5,Sahakar Nagar,2
8102,600.0,1.0,0.0,45.0,Sahakar Nagar,1
8103,812.0,2.0,1.0,38.25,Sahakar Nagar,2
8104,1125.0,2.0,1.0,47.0,Sahakar Nagar,2
8105,1350.0,2.0,0.0,105.0,Sahakar Nagar,3
8106,1216.0,2.0,1.0,72.5,Sahakar Nagar,2
8107,1346.0,2.0,1.0,100.0,Sahakar Nagar,3
8108,1198.0,2.0,1.0,65.0,Sahakar Nagar,2
8109,1314.0,2.0,2.0,60.0,Sahakar Nagar,2
8110,890.0,2.0,1.0,27.0,Sahakar Nagar,2
8111,900.0,2.0,0.0,55.0,Sahakar Nagar,2
8112,1935.0,3.0,2.0,102.0,Sahakar Nagar,3
8113,1246.0,2.0,1.0,69.0,Sahakar Nagar,2
8116,1300.0,2.0,2.0,69.23,Sahakar Nagar,2
8117,1276.0,2.0,2.0,76.0,Sahakar Nagar,2
8119,3092.0,4.0,3.0,230.0,Sahakar Nagar,4
8120,1904.0,3.0,2.0,129.0,Sahakar Nagar,3
8121,925.0,2.0,1.0,46.25,Sahakar Nagar,2
8122,1140.0,2.0,2.0,33.84,Sahakar Nagar,2
8123,2439.0,4.0,3.0,170.0,Sahakar Nagar,4
8124,1250.0,2.0,1.0,62.0,Sahakar Nagar,2
8125,509.0,1.0,1.0,20.0,Sahakar Nagar,1
8126,1197.0,2.0,1.0,77.0,Sahakar Nagar,2
8127,1470.0,2.0,3.0,102.0,Sahakar Nagar,3
8128,1075.0,2.0,1.0,53.7,Sahakar Nagar,2
8129,1175.0,2.0,1.0,70.0,Sahakar Nagar,2
8130,1100.0,2.0,2.0,72.0,Sahakar Nagar,3
8132,1110.0,2.0,1.0,46.0,Sahakar Nagar,2
8133,1115.0,2.0,1.0,50.0,Sahakar Nagar,2
8134,1804.0,3.0,2.0,155.0,Sahakar Nagar,3
8135,893.0,2.0,2.0,34.5,Sahakar Nagar,2
8136,900.0,2.0,1.0,40.0,Sahakar Nagar,2
8137,1653.0,3.0,2.0,85.0,Sahakar Nagar,3
8138,1315.0,2.0,3.0,74.0,Sahakar Nagar,2
8139,700.0,2.0,2.0,36.0,Sahakar Nagar,2
8140,1932.47,3.0,2.0,183.0,Sahakar Nagar,3
8141,1100.0,2.0,2.0,50.0,Sahakar Nagar,2
8142,2100.0,3.0,2.0,190.0,Sahakar Nagar,3
8144,1140.0,2.0,2.0,39.0,Sahakar Nagar,2
8146,450.0,1.0,1.0,11.0,Salunke Vihar,1
8148,500.0,1.0,1.0,18.5,Salunke Vihar,1
8149,5000.0,9.0,3.0,360.0,Salunke Vihar,11
8151,1500.0,3.0,1.0,150.0,Salunke Vihar,3
8152,600.0,1.0,1.0,60.0,Salunke Vihar,1
8154,1800.0,4.0,3.0,187.0,Salunke Vihar,5
8155,1250.0,2.0,1.0,68.75,Salunke Vihar,3
8156,1192.0,2.0,2.0,75.0,Salunke Vihar,2
8157,5000.0,4.0,3.0,400.0,Salunke Vihar,4
8158,1070.0,2.0,1.0,56.1,Salunke Vihar,2
8162,1200.0,2.0,0.0,70.0,Salunke Vihar,2
8165,1109.0,2.0,1.0,60.0,Salunke Vihar,2
8167,600.0,2.0,1.0,36.5,Salunke Vihar,2
8168,2357.0,3.0,2.0,151.0,Salunke Vihar,3
8169,1229.0,3.0,1.0,86.03,Salunke Vihar,3
8171,1100.0,2.0,1.0,70.0,Salunke Vihar,2
8172,1690.0,3.0,2.0,100.0,Salunke Vihar,3
8173,1332.0,2.0,1.0,79.0,Salunke Vihar,2
8174,1332.0,2.0,1.0,86.12,Salunke Vihar,3
8179,2113.0,3.0,2.0,155.0,Salunke Vihar,3
8183,975.0,2.0,1.0,63.0,Salunke Vihar,2
8185,435.0,1.0,1.0,19.5,Salunke Vihar,1
8193,1330.0,2.0,1.0,107.0,Salunke Vihar,2
8194,540.0,1.0,1.0,22.5,Salunke Vihar,1
8195,1194.0,2.0,1.0,65.0,Salunke Vihar,2
8197,1056.0,2.0,2.0,68.0,Salunke Vihar,2
8198,1864.0,3.0,1.0,140.0,Salunke Vihar,3
8199,914.0,2.0,2.0,55.0,Salunke Vihar,2
8201,1310.0,3.0,3.0,95.0,Salunke Vihar,4
8202,1200.0,2.0,2.0,80.0,Salunke Vihar,2
8203,1698.0,3.0,2.0,107.0,Salunke Vihar,3
8206,1150.0,2.0,1.0,62.0,Salunke Vihar,3
8208,2470.0,4.0,2.0,203.0,Salunke Vihar,4
8209,5000.0,4.0,3.0,425.0,Salunke Vihar,4
8210,1128.0,2.0,1.0,64.0,Salunke Vihar,2
8212,1600.0,3.0,3.0,90.0,Salunke Vihar,3
8213,693.0,1.0,0.0,27.375,Salunke Vihar,1
8215,1504.0,2.0,2.0,83.0,Salunke Vihar,3
8217,1499.0,3.0,2.0,89.0,Salunke Vihar,3
8218,1740.0,3.0,0.0,120.0,Salunke Vihar,3
8221,1145.0,2.0,1.0,63.0,Salunke Vihar,2
8222,1935.0,4.0,2.0,122.0,Salunke Vihar,3
8223,1900.0,2.0,1.0,120.0,Salunke Vihar,3
8226,1856.0,3.0,3.0,106.0,Salunke Vihar,3
8228,1745.0,3.0,3.0,98.0,Salunke Vihar,3
8229,1100.0,2.0,1.0,68.0,Salunke Vihar,2
8232,1718.0,3.0,2.0,130.0,Salunke Vihar,3
8233,1930.0,4.0,2.0,122.0,Salunke Vihar,3
8234,1205.0,2.0,1.0,73.87,Salunke Vihar,2
8235,2826.0,3.0,1.0,148.0,Salunke Vihar,3
8239,1852.0,4.0,2.0,122.0,Salunke Vihar,3
8240,1232.0,2.0,1.0,69.61,Salunke Vihar,2
8242,1527.0,3.0,2.0,115.0,Salunke Vihar,3
8243,1080.0,2.0,1.0,60.0,Salunke Vihar,3
8245,1200.0,3.0,1.0,68.0,Salunke Vihar,3
8249,800.0,1.0,0.0,45.0,Salunke Vihar,2
8250,720.0,1.0,1.0,33.0,Salunke Vihar,1
8251,2400.0,3.0,3.0,140.0,Salunke Vihar,4
8252,654.0,1.0,1.0,49.0,Salunke Vihar,1
8253,925.0,2.0,1.0,68.0,Salunke Vihar,2
8255,2086.0,3.0,2.0,160.0,Salunke Vihar,3
8256,1508.0,3.0,1.0,77.0,Salunke Vihar,3
8257,1150.0,2.0,3.0,40.0,Sasson Road,2
8258,1152.0,2.0,1.0,64.5,Sasson Road,2
8259,700.0,1.0,1.0,26.0,Sasson Road,2
8260,1075.0,2.0,1.0,52.0,Sasson Road,2
8261,2450.0,3.0,0.0,120.0,Sasson Road,3
8262,950.0,2.0,1.0,40.0,Sasson Road,2
8264,1198.0,2.0,2.0,58.0,Sasson Road,2
8265,1799.0,3.0,3.0,90.0,Sasson Road,3
8266,1920.0,3.0,1.0,115.0,Sasson Road,3
8268,1200.0,3.0,1.0,85.0,Sasson Road,3
8269,1535.0,3.0,1.0,95.0,Sasson Road,3
8271,1219.0,2.0,2.0,48.0,Sasson Road,2
8273,1476.0,3.0,1.0,120.0,Sasson Road,3
8275,530.0,1.0,1.0,18.0,Sasson Road,1
8276,2200.0,3.0,2.0,180.0,Sasson Road,3
8277,1190.0,2.0,2.0,68.0,Sasson Road,2
8278,1075.0,2.0,1.0,90.0,Sasson Road,3
8280,1200.0,2.0,1.0,49.5,Sasson Road,2
8281,1027.0,2.0,2.0,43.0,Sasson Road,2
8282,1050.0,2.0,2.0,48.0,Sasson Road,2
8283,1100.0,2.0,1.0,70.0,Sasson Road,2
8284,735.0,2.0,1.0,35.0,Sasson Road,2
8285,1350.0,2.0,3.0,49.0,Sasson Road,2
8287,1255.0,2.0,2.0,79.0,Sasson Road,3
8288,900.0,2.0,1.0,60.0,Sasson Road,2
8289,1205.47,2.0,1.0,81.0,Sasson Road,2
8290,1080.0,2.0,2.0,55.0,Sasson Road,2
8291,963.0,2.0,2.0,40.0,Sasson Road,2
8292,1100.0,2.0,1.0,46.0,Sasson Road,2
8293,1200.0,6.0,3.0,70.0,Sasson Road,4
8294,1900.0,4.0,2.0,145.0,Sasson Road,3
8295,1436.0,3.0,3.0,70.0,Sasson Road,3
8296,1182.0,2.0,2.0,82.5,Sasson Road,2
8297,1250.0,2.0,3.0,39.0,Sasson Road,2
8298,1200.0,2.0,1.0,48.0,Sasson Road,2
8299,1096.0,2.0,2.0,48.0,Sasson Road,2
8300,755.0,1.0,1.0,42.41,Sasson Road,1
8301,2882.0,5.0,1.0,204.0,Sasson Road,4
8302,1590.0,3.0,0.0,120.0,Sasson Road,3
8304,1000.0,1.0,1.0,75.0,Sasson Road,2
8305,1205.0,2.0,1.0,40.0,Sasson Road,2
8306,1974.0,4.0,0.0,106.0,Sasson Road,4
8309,1645.0,3.0,1.0,100.0,Sasson Road,3
8310,2790.0,5.0,3.0,204.0,Sasson Road,4
8311,1130.0,2.0,2.0,60.0,Sasson Road,2
8312,2127.0,3.0,2.0,135.0,Sasson Road,3
8314,1200.0,2.0,0.0,75.0,Sasson Road,2
8315,935.0,2.0,1.0,51.5,Sasson Road,2
8317,1660.0,2.0,2.0,116.0,Sasson Road,3
8318,638.0,1.0,1.0,32.0,Sasson Road,1
8319,1230.0,2.0,2.0,70.0,Sasson Road,2
8321,1500.0,4.0,1.0,99.0,Sasson Road,3
8322,1631.0,3.0,2.0,80.0,Sasson Road,3
8323,900.0,2.0,0.0,49.0,Sasson Road,2
8325,1283.0,2.0,2.0,68.0,Sasson Road,2
8327,1200.0,2.0,1.0,57.9,Sasson Road,2
8328,1040.0,2.0,1.0,41.59,Sasson Road,2
8329,850.0,1.0,0.0,35.5,Sasson Road,2
8330,1991.0,3.0,2.0,104.0,Sasson Road,3
8331,1250.0,2.0,2.0,70.0,Sasson Road,3
8335,656.0,2.0,1.0,25.0,Sasson Road,2
8336,1450.0,3.0,2.0,75.0,Sasson Road,3
8339,877.0,2.0,1.0,29.0,Sasson Road,2
8341,1050.0,2.0,1.0,43.5,Sasson Road,2
8342,1000.0,2.0,1.0,42.0,Sasson Road,2
8343,1016.0,2.0,1.0,45.0,Sasson Road,2
8344,1040.0,2.0,2.0,36.84,Sasson Road,2
8345,849.0,2.0,2.0,25.4,Sasson Road,2
8346,1180.0,2.0,2.0,55.0,Sasson Road,2
8347,1185.0,2.0,2.0,42.0,Sasson Road,2
8348,1172.0,2.0,2.0,75.0,Sasson Road,2
8349,860.0,2.0,1.0,28.93,Sasson Road,2
8350,1190.0,2.0,2.0,59.9,Sasson Road,2
8351,825.0,2.0,1.0,35.0,Sasson Road,2
8352,1680.0,3.0,2.0,112.0,Sasson Road,3
8353,1020.0,2.0,1.0,70.0,Sasson Road,2
8354,1164.0,2.0,2.0,64.08,Sasson Road,2
8355,458.0,1.0,0.0,33.66,Sasson Road,1
8356,957.0,2.0,1.0,55.0,Sasson Road,2
8357,1850.0,3.0,2.0,150.0,Sasson Road,3
8359,1045.0,2.0,1.0,40.65,Sasson Road,2
8360,1704.0,3.0,2.0,94.36,Sasson Road,3
8361,410.0,1.0,1.0,15.0,Sasson Road,1
8362,985.0,2.0,1.0,45.0,Sasson Road,2
8363,970.0,2.0,1.0,52.5,Sasson Road,2
8364,1100.0,3.0,2.0,53.0,Sasson Road,3
8365,1185.0,2.0,2.0,43.5,Sasson Road,2
8366,1235.0,2.0,2.0,44.5,Sasson Road,2
8368,3200.0,7.0,0.0,150.0,Sasson Road,7
8370,1573.0,3.0,2.0,115.0,Sasson Road,3
8371,2087.01,4.0,2.0,160.0,Sasson Road,3
8372,1435.0,2.0,2.0,115.0,Sasson Road,3
8373,1000.0,2.0,0.0,50.0,Sasson Road,2
8374,1165.0,2.0,1.0,51.42,Sasson Road,2
8375,1650.0,2.0,1.0,130.0,Sasson Road,3
8377,2395.0,4.0,2.0,150.0,Sasson Road,3
8378,2511.0,3.0,3.0,205.0,Satara Road,3
8380,1804.0,3.0,2.0,120.0,Satara Road,3
8382,525.0,1.0,1.0,27.25,Satara Road,1
8383,1210.0,2.0,2.0,58.0,Satara Road,2
8386,856.0,2.0,3.0,40.0,Satara Road,2
8387,2000.0,4.0,0.0,120.0,Satara Road,4
8389,1610.0,2.0,2.0,111.0,Satara Road,3
8390,1564.0,2.0,1.0,92.0,Satara Road,3
8392,1070.0,2.0,1.0,55.0,Satara Road,2
8393,1743.0,3.0,2.0,85.0,Satara Road,3
8394,1550.0,3.0,3.0,110.0,Satara Road,3
8395,950.0,1.0,1.0,50.0,Satara Road,1
8397,1139.0,2.0,2.0,56.85,Satara Road,2
8399,1370.0,2.0,2.0,75.0,Satara Road,3
8401,1365.0,2.0,2.0,73.0,Satara Road,2
8402,1570.0,3.0,1.0,105.0,Satara Road,3
8405,1500.0,3.0,3.0,100.0,Satara Road,3
8406,1530.0,2.0,1.0,97.0,Satara Road,3
8407,669.0,1.0,1.0,36.85,Satara Road,1
8408,1645.0,3.0,2.0,117.0,Satara Road,3
8409,2320.0,3.0,2.0,170.0,Satara Road,3
8411,1342.0,2.0,2.0,115.0,Satara Road,2
8412,1254.0,2.0,2.0,70.0,Satara Road,3
8414,1341.0,2.0,1.0,75.76,Satara Road,2
8415,1360.0,2.0,3.0,85.0,Satara Road,3
8416,1006.0,2.0,1.0,57.0,Satara Road,2
8417,870.0,2.0,1.0,65.0,Satara Road,2
8418,2010.0,3.0,2.0,125.0,Satara Road,4
8419,1200.0,2.0,1.0,60.0,Satara Road,2
8420,1000.0,2.0,2.0,53.0,Satara Road,2
8421,2800.0,7.0,1.0,250.0,Satara Road,7
8423,2197.0,3.0,2.0,136.0,Satara Road,3
8424,1650.0,3.0,2.0,101.0,Satara Road,3
8425,1549.0,3.0,2.0,80.0,Satara Road,3
8426,1350.0,2.0,1.0,75.0,Satara Road,3
8429,525.0,1.0,1.0,27.5,Satara Road,1
8430,1830.0,3.0,1.0,88.0,Satara Road,3
8432,1035.0,2.0,2.0,49.0,Satara Road,2
8437,1779.0,3.0,2.0,90.0,Satara Road,3
8438,1645.0,3.0,2.0,117.0,Satara Road,3
8440,775.0,1.0,0.0,39.0,Satara Road,1
8441,940.0,2.0,1.0,56.0,Satara Road,2
8442,400.0,1.0,1.0,11.5,Satara Road,1
8443,957.0,2.0,2.0,54.5,Satara Road,2
8444,770.0,1.0,1.0,70.0,Satara Road,2
8445,1170.0,2.0,2.0,59.0,Satara Road,2
8449,400.0,1.0,1.0,11.5,Satara Road,1
8450,1816.0,3.0,1.0,119.0,Satara Road,3
8451,1290.0,2.0,1.0,85.0,Satara Road,2
8452,1555.0,3.0,1.0,100.0,Satara Road,3
8453,1441.0,2.0,1.0,95.0,Satara Road,3
8457,1007.0,2.0,1.0,64.0,Satara Road,2
8458,1128.0,2.0,1.0,65.45,Satara Road,2
8459,4025.0,6.0,1.0,350.0,Satara Road,4
8460,1500.0,2.0,0.0,90.0,Satara Road,2
8461,1310.0,2.0,1.0,70.0,Satara Road,3
8462,1410.0,2.0,2.0,73.0,Satara Road,2
8464,890.0,2.0,2.0,45.0,Satara Road,2
8466,3535.0,4.0,2.0,215.0,Satara Road,4
8467,1275.0,2.0,2.0,88.0,Satara Road,3
8468,1573.0,3.0,1.0,90.0,Satara Road,3
8472,2145.0,3.0,2.0,170.0,Satara Road,3
8474,793.0,1.0,1.0,40.0,Satara Road,1
8475,2375.0,4.0,2.0,189.0,Satara Road,4
8477,1026.0,2.0,1.0,60.8,Satara Road,2
8478,5656.0,5.0,0.0,499.0,Satara Road,3
8482,1310.0,3.0,1.0,63.25,Satara Road,3
8483,1495.0,2.0,1.0,78.0,Satara Road,2
8484,2872.0,4.0,3.0,183.0,Satara Road,4
8488,1205.0,2.0,3.0,66.0,Senapati Bapat Road,2
8491,1100.0,2.0,1.0,58.0,Senapati Bapat Road,3
8492,2280.0,4.0,2.0,126.0,Senapati Bapat Road,3
8493,1691.0,3.0,2.0,113.0,Senapati Bapat Road,3
8494,400.0,1.0,1.0,11.0,Senapati Bapat Road,1
8496,1357.0,2.0,1.0,115.0,Senapati Bapat Road,2
8497,1621.0,4.0,0.0,130.0,Senapati Bapat Road,3
8499,982.0,2.0,1.0,47.65,Senapati Bapat Road,2
8500,1694.0,2.0,2.0,125.0,Senapati Bapat Road,2
8501,3430.0,6.0,0.0,228.5,Senapati Bapat Road,4
8502,1125.0,2.0,2.0,62.0,Senapati Bapat Road,2
8503,2160.0,4.0,2.0,172.0,Senapati Bapat Road,3
8504,1699.0,3.0,3.0,97.0,Senapati Bapat Road,3
8505,3067.0,4.0,2.0,230.0,Senapati Bapat Road,4
8506,1200.0,2.0,1.0,78.0,Senapati Bapat Road,2
8509,1374.0,2.0,1.0,72.0,Senapati Bapat Road,3
8511,900.0,2.0,1.0,45.0,Senapati Bapat Road,2
8512,1200.0,2.0,0.0,79.0,Senapati Bapat Road,2
8515,1884.0,4.0,2.0,120.0,Senapati Bapat Road,4
8516,726.0,2.0,1.0,35.0,Senapati Bapat Road,2
8517,937.0,2.0,1.0,44.0,Senapati Bapat Road,2
8521,950.0,2.0,1.0,45.68,Senapati Bapat Road,2
8522,2400.0,3.0,2.0,190.0,Senapati Bapat Road,3
8523,1750.0,3.0,3.0,99.0,Senapati Bapat Road,3
8524,1090.0,2.0,2.0,59.8,Senapati Bapat Road,2
8525,1004.0,2.0,1.0,49.0,Senapati Bapat Road,2
8526,1339.0,2.0,2.0,71.5,Senapati Bapat Road,2
8528,1200.0,3.0,0.0,70.0,Senapati Bapat Road,3
8531,1026.0,2.0,1.0,49.95,Senapati Bapat Road,2
8536,1020.0,2.0,3.0,48.0,Senapati Bapat Road,2
8539,700.0,1.0,1.0,38.0,Senapati Bapat Road,1
8540,1150.0,2.0,2.0,58.0,Senapati Bapat Road,2
8541,1385.0,2.0,2.0,68.5,Senapati Bapat Road,3
8543,1395.0,3.0,3.0,82.0,Senapati Bapat Road,3
8544,1160.0,2.0,1.0,49.0,Senapati Bapat Road,2
8546,1200.0,2.0,2.0,52.0,Senapati Bapat Road,2
8547,1533.0,3.0,1.0,98.18,Senapati Bapat Road,3
8549,1697.0,3.0,2.0,110.0,Senapati Bapat Road,3
8550,1284.0,2.0,2.0,75.0,Senapati Bapat Road,3
8551,1200.0,2.0,3.0,60.0,Senapati Bapat Road,2
8552,780.0,2.0,1.0,72.0,Senapati Bapat Road,2
8553,1000.0,2.0,2.0,48.0,Senapati Bapat Road,2
8555,666.0,1.0,1.0,36.8,Senapati Bapat Road,1
8556,460.0,1.0,1.0,13.0,Senapati Bapat Road,1
8557,1181.0,2.0,2.0,57.0,Senapati Bapat Road,2
8558,450.0,1.0,1.0,15.0,Senapati Bapat Road,1
8559,1365.0,3.0,1.0,76.18,Senapati Bapat Road,3
8560,1609.0,3.0,3.0,115.0,Senapati Bapat Road,3
8561,1680.0,3.0,2.0,125.0,Senapati Bapat Road,3
8562,1115.0,2.0,1.0,50.0,Senapati Bapat Road,2
8563,1757.0,3.0,3.0,98.0,Senapati Bapat Road,3
8566,5384.0,5.0,3.0,420.0,Senapati Bapat Road,5
8567,1100.0,2.0,2.0,48.0,Senapati Bapat Road,2
8568,1250.0,2.0,1.0,55.0,Senapati Bapat Road,2
8569,1254.0,2.0,1.0,70.0,Senapati Bapat Road,3
8570,1157.0,2.0,1.0,72.0,Senapati Bapat Road,3
8571,612.5,1.0,0.0,27.565,Senapati Bapat Road,1
8573,3000.0,4.0,2.0,235.0,Senapati Bapat Road,4
8574,1346.0,2.0,1.0,74.03,Senapati Bapat Road,2
8575,1990.0,3.0,3.0,98.0,Senapati Bapat Road,3
8576,1102.0,2.0,2.0,53.67,Senapati Bapat Road,2
8577,1222.0,2.0,1.0,68.0,Senapati Bapat Road,3
8578,1135.0,2.0,2.0,58.0,Senapati Bapat Road,2
8579,1277.0,2.0,1.0,77.0,Senapati Bapat Road,2
8581,1639.5,3.0,0.0,92.63,Senapati Bapat Road,3
8582,760.0,2.0,1.0,37.49,Senapati Bapat Road,2
8583,1220.0,2.0,1.0,89.0,Senapati Bapat Road,2
8584,675.0,1.0,1.0,35.0,Senapati Bapat Road,1
8585,1750.0,3.0,2.0,120.0,Senapati Bapat Road,3
8586,1920.0,3.0,3.0,122.0,Senapati Bapat Road,3
8587,1400.0,2.0,2.0,78.0,Senapati Bapat Road,3
8590,1314.0,2.0,3.0,80.0,Senapati Bapat Road,2
8593,1500.0,2.0,3.0,82.0,Senapati Bapat Road,3
8595,2215.0,4.0,2.0,152.0,Senapati Bapat Road,3
8596,4400.0,6.0,3.0,250.0,Shaniwar Peth,6
8597,1500.0,3.0,2.0,100.0,Shaniwar Peth,3
8598,1868.0,3.0,2.0,131.0,Shaniwar Peth,3
8599,1075.0,2.0,2.0,60.0,Shaniwar Peth,2
8600,1020.0,2.0,2.0,63.0,Shaniwar Peth,2
8601,1780.0,4.0,3.0,175.0,Shaniwar Peth,4
8603,1341.0,2.0,1.0,97.0,Shaniwar Peth,2
8605,1047.0,2.0,1.0,82.0,Shaniwar Peth,2
8607,1200.0,3.0,1.0,68.4,Shaniwar Peth,3
8608,1610.0,3.0,1.0,90.0,Shaniwar Peth,3
8609,1700.0,2.0,2.0,150.0,Shaniwar Peth,2
8610,1100.0,2.0,2.0,37.1,Shaniwar Peth,2
8611,2200.0,4.0,3.0,235.0,Shaniwar Peth,4
8612,1296.0,2.0,1.0,75.0,Shaniwar Peth,2
8613,1200.0,2.0,0.0,67.0,Shaniwar Peth,2
8614,2025.0,4.0,3.0,109.0,Shaniwar Peth,4
8615,1161.0,2.0,1.0,55.15,Shaniwar Peth,2
8617,1233.0,2.0,2.0,77.65,Shaniwar Peth,2
8618,1060.0,2.0,2.0,55.0,Shaniwar Peth,2
8620,1065.0,2.0,2.0,50.0,Shaniwar Peth,2
8621,1754.0,3.0,2.0,124.0,Shaniwar Peth,3
8622,1150.0,2.0,1.0,54.0,Shaniwar Peth,2
8623,1420.0,2.0,1.0,99.39,Shaniwar Peth,2
8624,1105.0,2.0,2.0,49.73,Shaniwar Peth,2
8625,794.0,1.0,1.0,60.0,Shaniwar Peth,1
8627,1370.0,2.0,2.0,75.0,Shaniwar Peth,3
8629,1110.0,2.0,1.0,40.0,Shaniwar Peth,2
8630,1500.0,3.0,2.0,149.0,Shaniwar Peth,3
8631,1075.0,2.0,1.0,60.0,Shaniwar Peth,2
8632,1200.0,2.0,2.0,58.0,Shaniwar Peth,2
8633,1115.0,2.0,1.0,40.0,Shaniwar Peth,2
8634,1100.0,2.0,2.0,49.0,Shaniwar Peth,2
8635,600.0,3.0,2.0,85.0,Shaniwar Peth,2
8636,645.0,1.0,1.0,16.45,Shaniwar Peth,1
8637,1143.0,2.0,1.0,55.0,Shaniwar Peth,2
8638,1922.0,3.0,3.0,106.0,Shaniwar Peth,3
8639,1295.0,2.0,2.0,95.0,Shaniwar Peth,2
8640,940.0,2.0,2.0,49.0,Shaniwar Peth,2
8641,938.0,2.0,0.0,35.0,Shaniwar Peth,2
8644,1200.0,3.0,0.0,110.0,Shaniwar Peth,4
8645,1128.0,2.0,1.0,65.7,Shaniwar Peth,2
8646,2000.0,3.0,1.0,145.0,Shaniwar Peth,3
8647,1277.0,2.0,2.0,59.0,Shaniwar Peth,2
8649,2400.0,5.0,3.0,285.0,Shaniwar Peth,5
8650,929.0,2.0,1.0,56.0,Shaniwar Peth,2
8651,1198.0,2.0,1.0,54.0,Shaniwar Peth,2
8652,1012.0,2.0,1.0,64.0,Shaniwar Peth,2
8653,937.0,2.0,1.0,30.0,Shaniwar Peth,2
8655,990.0,2.0,3.0,35.0,Shaniwar Peth,2
8656,1200.0,2.0,1.0,100.0,Shaniwar Peth,3
8658,1457.0,3.0,3.0,85.0,Shaniwar Peth,3
8659,1100.0,2.0,1.0,68.0,Shaniwar Peth,2
8661,1250.0,2.0,2.0,47.0,Shaniwar Peth,2
8662,870.0,2.0,2.0,38.0,Shaniwar Peth,2
8663,2600.0,3.0,2.0,199.0,Shaniwar Peth,3
8664,1000.0,2.0,2.0,40.0,Shaniwar Peth,2
8665,1194.0,2.0,2.0,47.0,Shaniwar Peth,2
8666,1183.0,2.0,1.0,77.25,Shaniwar Peth,2
8667,3293.0,5.0,2.0,425.0,Shaniwar Peth,4
8668,900.0,2.0,0.0,128.0,Shaniwar Peth,2
8670,1161.0,2.0,3.0,36.69,Shaniwar Peth,2
